22.130000,22.269816
20.280000,21.235496
18.580000,20.269074
18.110000,20.832410
18.050000,22.412542
18.260000,19.325652
18.130000,19.312556
19.880000,19.302864
21.320000,20.303100
21.320000,20.896766
21.710000,21.198114
25.150000,23.986953
24.380000,23.564564
21.760000,22.019903
19.010000,21.518484
17.250000,19.669503
60.620000,20.190342
160.900000,101.619949
220.200000,150.234104
232.800000,225.538768
178.900000,179.049579
114.500000,119.173433
127.400000,87.756079
126.700000,119.095572
139.500000,106.139612
111.400000,142.601974
69.550000,90.816825
54.790000,62.425025
52.580000,50.986231
66.000000,53.555540
91.420000,66.070331
104.700000,94.282113
74.810000,92.377126
58.990000,62.911984
50.420000,49.850915
44.560000,42.664719
42.510000,37.780209
42.840000,36.393646
49.600000,37.912225
52.670000,41.626149
45.330000,41.324983
36.830000,35.161458
33.240000,29.782507
31.390000,27.552154
28.850000,26.870443
26.760000,28.828199
25.890000,23.707328
29.220000,34.713964
30.080000,27.455069
27.330000,25.361728
